ID,Name,Sentence,Label,LengthWords,LengthChars
wiki-1300,Coronavirus,"Similarly, there are two types of coronavirus that infect ferrets: Ferret enteric coronavirus causes a gastrointestinal syndrome known as epizootic catarrhal enteritis  (ECE), and a more lethal systemic version of the virus  (like FIP in cats) known in ferrets as ferret systemic coronavirus  (FSC).",1,44,299
viki-7,Barbie,"As there was no proof, Barbie remained.[3]  Ruth Handler was the creator of Barbie.",0,14,83
wiki-529,Margot Fonteyn,"Fonteyn was often paired with young, inexperienced male dancers pulled straight from ballet schools.",1,14,100
wiki-1592,Cleopatra,"Various coins, such as a silver tetradrachm minted sometime after Cleopatra's marriage with Antony in 37 BC, depict her wearing a royal diadem and a 'melon' hairstyle.",1,27,167
wiki-1021,Trieste,"As a consequence, Trieste was a mainly peripheral city during the Cold War.",1,13,75
viki-1637,Fish,All fishes live in the water: they can breathe in it by using their gills.,0,15,74
wiki-815,Belo Horizonte,"The Italian culture is present in the cuisine, dance, and language.",1,11,67
wiki-1163,German language,* ß  (a letter unique to German called  or ) was a ligature of a double s and of an sz and is always pronounced .,1,26,113
wiki-1606,Vaslav Nijinsky,"As a friend and as a leading dancer, Nijinsky was part of the group.",1,14,68
viki-1643,Peter_and_the_Wolf,"Peter finds a rope, jumps over the wall, and climbs a tree.",0,12,59
wiki-1704,Walrus,Pinnipeds of the Arctic Ocean|Mammals described in 1758|Mammals of Asia|Mammals of Canada|Mammals of Greenland|Mammals of North America|Mammals of Russia|Mammals of the United States|Mammals of Europe|Marine,1,25,207
wiki-343,Northwest Territories,"Economy   The Gross Domestic Product of the Northwest Territories was C$4.856 billion in 2017.The Northwest Territories has the highest per capita GDP of all provinces or territories in Canada, C$76,000 in 2009.",1,32,211
viki-348,Puberty,"In an average adult man, muscle makes up 50% and fat 15% of his weight.",0,15,71
wiki-1265,Estonia,It is one of the most important sources of funding for municipalities.,1,12,70
wiki-774,Volapük,"Large Volapük collections are held by the International Esperanto Museum in Vienna, Austria; the Centre de documentation et d'étude sur la langue internationale in La Chaux-de-Fonds, Switzerland; and the American Philosophical Society in Philadelphia, Pennsylvania.",1,35,265
wiki-208,David,"* 1997 David, a TV-film with Nathaniel Parker as King David and Leonard Nimoy as the Prophet Samuel.",1,18,100
wiki-487,Dice,"This is a less symmetric tetrahedron than the Platonic tetrahedron, but still sufficiently symmetrical to be face-transitive.",1,17,125
wiki-1081,Alan Turing,"The Science Museum in London launched a free exhibition devoted to Turing's life and achievements in June 2012, to run until July 2013.",1,23,135
wiki-63,Philosophy,"The relationship between ""X"" and the ""philosophy of X"" is debated.",1,11,66
wiki-1544,Extinction,"The 1992 Convention on Biological Diversity has resulted in international Biodiversity Action Plan programmes, which attempt to provide comprehensive guidelines for government biodiversity conservation.",1,24,202
wiki-236,Harriet Beecher Stowe,"It is open to the public and operated as a historical and cultural site, focusing on Harriet Beecher Stowe, the Lane Seminary and the Underground Railroad.",1,26,155
wiki-792,Turkey (bird),"Several other birds that are sometimes called turkeys are not particularly closely related: the brushturkeys are megapodes, and the bird sometimes known as the ""Australian turkey"" is the Australian bustard  (Ardeotis australis).",1,32,228
wiki-1092,Don Giovanni,"However, Don Giovanni remains cheerful and tells Leporello to organize a party and invite every girl he can find.",1,19,113
wiki-113,Pythagorean theorem,"The constant can be deduced from x   0, y   a to give the equation  :y^2 = x^2 + a^2.",1,19,85
wiki-1291,Palace of Versailles,"Louis XV commissioned a bathroom to be built when he was thirteen years old; he would later build bathrooms supplied with plumbed-in hot and cold water, an exceptional advancement.",1,29,180
wiki-1566,Wuhan,"For financial and transportation reasons, the team moved back to Xinhua Road Sport Center in 2014.",1,16,98
wiki-1175,Brexit,"October extension   The UK Parliament passed the European Union  (Withdrawal)  (No. 2) Act 2019, which received Royal Assent on 9 September 2019, obliging the Prime Minister to seek a third extension if no agreement has been reached at the next European Council meeting in October 2019.",1,46,286
wiki-271,Franklin D. Roosevelt,"His Second Bill of Rights became, according to historian Joshua Zeitz, ""the basis of the Democratic Party’s aspirations for the better part of four decades.""",1,25,157
wiki-669,Golden eagle,Juveniles of less than 12 months of age tend to have the most white in their plumage.,1,17,85
wiki-1195,Romy Schneider,"Schneider's last film was La Passante du Sans-Souci  (The Passerby, 1982).",1,11,74
wiki-1494,Agatha Christie,"In Death Comes as the End, set in ancient Egypt, the culprit is killed by one of the few surviving characters before he can claim another victim.",1,27,145
wiki-668,Paper size,The advantages of basing a paper size upon an aspect ratio of  were first noted in 1786 by the German scientist and philosopher Georg Christoph Lichtenberg.,1,26,156
wiki-1325,Shetland,This was an apparently peaceful transition and there is little evidence of religious intolerance in Shetland's recorded history.,1,18,128
wiki-1441,Al-Qaeda,"While Ayman al-Zawahiri announced the affiliation of the group with al-Qaeda in November 2007, the Libyan government released 90 members of the group from prison several months after ""they were said to have renounced violence.""",1,35,227
wiki-283,Philadelphia,"The Greyhound terminal is located at 1001 Filbert Street  (at 10th Street) in Center City, southeast of the Pennsylvania Convention Center and south of Chinatown.",1,25,162
viki-456,Family,"This can be by birth, as parent and child, or by law such as marriage or adoption.",0,17,82
wiki-1194,Jean de La Fontaine,"Evidence of this is found in the many pictures and statues of the writer, as well as later depictions on medals, coins and postage stamps.",1,25,138
wiki-1066,Mostar,Today's University seal shows the building of the Franciscan Monastery.,1,10,71
wiki-256,Swedish language,"For example, den där fisken means ""that fish"" and refers to a specific fish; den fisken is less definite and means ""that fish"" in a more abstract sense, such as that set of fish; while fisken means ""the fish"".",1,39,209
wiki-476,Professional wrestling,"* Many heels with narcissistic gimmicks  (Lex Luger, Shawn Michaels, Cody Rhodes, Paul Orndorff, etc.) would admire themselves with a mirror on their way to the ring.",1,27,166
wiki-743,Homo sapiens,"In this more narrow definition of H. sapiens, the subspecies H. s. idaltu, discovered in 2003, also falls under the umbrella of ""anatomically modern"".",1,24,150
wiki-129,Indian peafowl,Birds arrive at dusk and call frequently before taking their position on the roost trees.,1,15,89
wiki-646,Harry Potter and the Deathly Hallows,"An ""Adult Edition"" with a different cover illustration was released by Bloomsbury on 21 July 2007.",1,16,98
wiki-489,Hearing aid,A T-coil consists of a metal core  (or rod) around which ultra-fine wire is coiled.,1,15,83
wiki-771,Wasp,"In military names   With its powerful sting and familiar appearance, the wasp has given its name to many ships, aircraft and military vehicles.",1,23,143
wiki-972,Caligula,"Scandals   Philo of Alexandria and Seneca the Younger, contemporaries of Caligula, describe him as an insane emperor who was self-absorbed, was angry, killed on a whim, and indulged in too much spending and sex.",1,34,211
viki-1415,Atheism,"Some atheists argue that this makes God impossible, because there is evil in the world and an all-powerful God who cares about human wellbeing would stop that evil.",0,28,164
wiki-1008,Arc de Triomphe,"The names of some great battles of the French Revolutionary and Napoleonic Wars are engraved on the attic, including  *",1,20,119
wiki-239,San Francisco Bay,"Mid-salinity ponds support dense populations of brine shrimp, which provide a rich food source for millions of shorebirds.",1,18,122
wiki-1388,Apollo,"A divinity beyond human comprehension, he appears both as a beneficial and a wrathful god.",1,15,90
wiki-1218,Paul the Apostle,"Journey from Rome to Spain   Among the writings of the early Christians, Pope Clement I said that Paul was ""Herald  (of the Gospel of Christ) in the West"", and that ""he had gone to the extremity of the west"".",1,39,208
wiki-470,Goat,"Milk, butter and cheese    Goats produce about 2% of the world's total annual milk supply.",1,15,90
wiki-1483,African elephant,"South Africa, uses elephant tusks in their coat of arms to represent wisdom, strength, moderation and eternity.",1,17,111
wiki-1584,Marcus Aurelius,Faustina's betrothal to Ceionia's brother Lucius Commodus would also have to be annulled.,1,13,89
wiki-1239,Airbus,Sales of military equipment in 2012 amounted to 15.4 billion US dollars.,1,12,72
wiki-1133,Accordion,Other notable composers have written for the accordion during the first half of the 20th century.,1,16,97
wiki-900,Solar System,"For example, Venus is approximately 0.33 AU farther out from the Sun than Mercury, whereas Saturn is 4.3 AU out from Jupiter, and Neptune lies 10.5 AU out from Uranus.",1,30,167
wiki-638,Elvis Presley,"In the 1970s, his most heavily promoted and best-selling LP releases tended to be concert albums.",1,16,97
wiki-1616,Markus Persson,"In early 2011, Mojang AB sold the one millionth copy of the game, several months later their second, and several more their third.",1,23,130
wiki-87,Socialist Federal Republic of Yugoslavia,"On the morning of 26 June, units of the Yugoslav People's Army's 13th Corps left their barracks in Rijeka, Croatia, to move towards Slovenia's borders with Italy.",1,27,162
wiki-897,Buddhism,The Theravada tradition regards insight into the four truths as liberating in itself.,1,13,85
wiki-117,Maine,"In 1996, as the nominee of the Reform Party, Perot did better in Maine than in any other state.",1,19,95
